job_id,job_employment_type,job_title,job_apply_link,job_description,job_city,job_country,job_posted_at_timestamp,employer_website,employer_company_type
52,FULLTIME,Senior Data Scientist / Machine Learning Engineer,https://www.cv-library.ie/job/1258000000000229449/Senior-Data-Scientist-Machine-Learning-Engineer,"Job Description

This is an exciting opportunity for a Machine Learning Engineer / Data Scientist to deliver high-value analytics solutions for Version 1 customers. This provides a unique opportunity for people who are passionate about technology and have a deep commitment to code quality and best practices to build something special and make a real difference to our business and to our customer’s business.

You will have strong experience in building solutions using a variety of open-source tools based on Python and Spark with a proven track record in delivering high-quality work to tight deadlines.

The role will require a Machine Learning Engineer / Data Scientist with excellent communication skills, who is willing to continuously learn and listen. Creative problem-solving and a keen understanding of how predictive analytics can be leveraged in business processes are a must. We’re looking for a Machine Learning Engineer / Data Scientist who is inherently curious, driven, willing to learn & and develop, with an owning the problem and a self-starter attitude.",London,GB,2023-12-19 15:12:00,http://www.version1.com,Computer Services
53,FULLTIME,"Splunk Data Engineer, Security",https://findajob.dwp.gov.uk/details/13653110,"Join us as a Splunk Data Engineer, Security
• This is an exciting opportunity for a technically minded individual to join us in Security as a Splunk Data Engineer
• You'll use your technical expertise to collaborate with colleagues and build effortless, digital first customer experiences
• You’ll be simplifying the bank by developing innovative data driven solutions, using insight to be commercially successful, and keeping our customers’ and the bank’s data safe and secure
• Participating actively in the data engineering community, you’ll deliver opportunities to support the bank’s strategic direction while building your network across the bank

What you'll do

As a Splunk Data Engineer, you’ll play a key role in driving value for our customers by building data solutions. You’ll be carrying out data engineering tasks to build, maintain, test and optimise a scalable data architecture, as well as carrying out data extractions, transforming data to make it usable to data analysts and scientists, and loading data into data platforms.

You’ll also be:
• Developing comprehensive knowledge of the bank’s data structures and metrics, advocating change where needed for product development
• Practicing DevOps adoption in the delivery of data engineering, proactively performing root cause analysis and resolving issues
• Collaborating closely with core technology and architecture teams in the bank to build data knowledge and data solutions
• Developing a clear understanding of data platform cost levers to build cost effective and strategic solutions
• Sourcing new data using the most appropriate tooling and integrating it into the overall solution to deliver for our customers

The skills you'll need

To be successful in this role, you’ll need a good understanding of data usage and dependencies with wider teams and the end customer, as well as experience of extracting value and features from large scale data. Understanding of working on technology projects and using technology change management processes

You’ll also demonstrate:
• Experience of ETL technical design, including data quality testing, cleansing and monitoring, and data warehousing and data modelling capabilities
• Good knowledge of modern code development practices
• Strong communication skills with the ability to proactively engage with a wide range of stakeholders
• Experience in using Splunk 8 or 9 in a clustered environment and developing user cases
• Experience of using programming languages alongside knowledge of data and software engineering fundamentals
• Knowledge of working in an agile way and using tools like AgilePlace to manage work",Bristol,GB,2023-12-20 00:00:00,http://www.natwestgroup.com,Finance
54,FULLTIME,Senior Data Engineer,https://uk.linkedin.com/jobs/view/senior-data-engineer-at-hcltech-3789883211,"Highly organized, Cloud Data analytical and experienced Big data engineer with overall 7+ years of hands-on experience in the areas of Cloud Data & Big data components Design, Development and Solution implementation apart from HMI applications development and Data migration experience includes

8 years. Hands-on experience in Data Engineering, Data Governance, data modelling (logical & physical), designing end to end data pipelines which includes, Data Ingestion, Data Transformation, Data profiling, Data Assurance, Data Warehousing and ETL programming, streaming and performance tuning of big data pipelines. Solid understanding of traditional infrastructure, applications, data landscape and migration of data intensive applications from on-premises Data sources like SQL, Oracle, SAP, Office one drive, SharePoint and data warehouses, data marts to cloud environments.

7+ years of programming experience using Cloud Data engineering Python, PySpark, Azure Data Lake Storage blob, Gen1, Gen2, DBFS, Autoloader, Delta Live Tables, Delta format files, Azure Databricks, Azure Data Factory, Azure Synapse Analytics, Event Grid, Azure Cosmos, Azure SQL, Azure HDInsight and Azure DevOps CI/CD and development. Good exposure and project implementations using Hadoop, HDFS, Spark, Hive, Phoenix, HBase, Scala, Kafka, Oozie, Yarn and Linux/Unix Shell scripting Has good exposure to agile software development methodologies (TDD, Scrum, Sprints, Peer programming) and Agile Project management and Code collaboration tools like GitHub, Jenkins, Nexus, Azure Repos and team collaboration tools like Confluence and Jira. Good exposure on Micro services, container and server less technologies Docker, Kubernetes and infrastructure as code – Terraform",Leeds,GB,2023-12-19 11:59:00,http://www.hcltech.com,Computer Services
55,FULLTIME,Public Cloud - Compute and Storage Engineer - SVP (Hybrid),https://onlydatajobs.com/job/256251/Public-Cloud-Compute-Storage-Engineer-Svp-Hybrid-Greater-London-London,"The Compute and Storage Engineer will be instrumental in implementing the architecture and the engineering processes and best practices to enable the foundational infrastructure (compute, network, storage, observability) required for application hosting in public cloud. This role is responsible for all infrastructure segments from hardware selection, operating systems and virtualization layers to cloud management tooling, monitoring, and orchestration. The ideal candidate has experience in professional software development, designing and creating highly available cloud systems, and has the ability to implement cloud strategy. Advanced industry knowledge is key, as well as knowledge in building an engineering organization. The role requires a talented technologist with experience engaging with application developers throughout the full development life-cycle - from inception and design to deployment, operation, and iterative development.

Responsibilities:
• Provide foundational infrastructure for public cloud (compute, storage, network)
• Deliver the tooling and capabilities needed to enable our cloud first strategy
• Provide developer-friendly cloud onboarding, account creation and management for supported cloud providers
• Provide o11y products like ELK, Elasticsearch, Kibana, Prometheus, etc. to engineering teams for centralized logging, APM tooling, monitoring and alerting
• Ensure compliance to regulations and policy by implementing accurate requirements traceability
• Provide cloud network services to enable a fast and resilient hybrid cloud with built in security capabilities
• Develop, cascade and enforce engineering best practices using modern SDLC that enables CI/CD and favors automation, auditability, automated testing, infrastructure and policy as code
• Provide technical leadership in the design of highly complex cloud systems
• Develop and advocate for new cloud native solutions to undefined system needs, where no solution is available within the technical community
• Drive client satisfaction by identifying and developing process improvement and automation initiatives while ensuring compliance of solutions to operations roadmap

Basic Qualifications
• Undergraduate degree in related field or equivalent experience
• Hands on experience developing and engineering software and consumer facing applications
• Experience developing and scaling JAVA REST services, using frameworks such as Spring
• Experience in modern microservices architectures and deployments
• Experience working in a distributed, cloud-based environment using Azure/AWS/GCP (Docker/Kubernetes)
• Experience with cloud infrastructure and data services (compute, storage, networking and others)
• Experience with Infrastructure as Code (IaC) practices and frameworks
• Experience working with cloud-based relational and NoSQL databases
• Experience with Test Driven Development (TDD) and test automation using unit testing and behavioral testing frameworks
• Familiarity with devops and SRE practices
• Experience with modern SDLC tools, branching strategies, and ability to develop and enforce CI/CD practices
• Familiarity with Domain Driven Design and Event Driven Architectures
• Knowledge of front-end stack, best practices, frameworks and overall architecture
• Strong analytical skills
• Strong collaboration and interpersonal skills
• Experience working with Linux/UNIX, Docker

Preferred Qualifications
• Experience as an AWS Solutions Architect, Cloud Security Certification, and/or OpenStack Administrator Certification a plus. (Other cloud-related certification also a plus.)
• Experience with TDD and automated UI testing frameworks
• Experience working with any design frameworks
• Developer level operations proficiency - knowledge of networking, familiarity with load balancers, hypervisors, CDNs, etc

Job Family Group:
Technology

Job Family:
Systems & Engineering

Time Type:
Full time

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi"") invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting",London,GB,2023-12-19 11:36:00,http://www.citigroup.com,Finance
56,FULLTIME,GCP Data Engineer,https://gb.bebee.com/job/20231220-78bd1316e258a8a4eb979fd2c98c8305,"We are seeking an experienced Agile Scrum Master to join one of our clients who are in the media and broadcasting space.

This will be joining their cloud-based project team to facilitate the scrum processes and enable the team to continuously improve and deliver high quality products.
Provide overall guidance on scrum best practices and agile values for the team.
• Facilitate sprint planning, daily standups, reviews, and retrospectives.
• Work on data engineer/and or analyst delivery tasks as well.
• 3+ years' experience as Scrum Master or similar agile facilitator role.
• 3+ years' experience as Data Engineer or Data Analyst.
• Experience working with technical teams like data engineers, analysts, or data scientists.
• Strong understanding of scrum values, principles, and practices.
•",London,GB,2023-12-20 00:09:00,http://www.bdo.com,Consulting
57,FULLTIME,Data Engineer,https://uk.linkedin.com/jobs/view/data-engineer-at-publicis-groupe-3789877269,"Publicis Groupe is a global leader in communication. The Groupe is positioned at every step of the value chain, from consulting to execution, combining marketing transformation and digital business transformation. Publicis Groupe is a privileged partner in its clients’ transformation to enhance personalization at scale. The Groupe relies on ten expertise concentrated within four main activities: Communication, Media, Data and Technology. Through a unified and fluid organization, its clients have a facilitated access to all its expertise in every market. Present in over 100 countries, Publicis Groupe employs around 101,000 professionals.

The Team

Performics Labs is a newly created team within Performics with the remit of developing and evolving our global performance product at speed. The Performics Labs team is comprised of two connected elements: a sub-team focussed on innovation and a sub-team focussed on scaling, with this role sitting within the innovation sub-team. The innovation sub-team is intended to take three key inputs – Performics market needs, martech landscape developments and longer-term strategic objectives – and translate these inputs into product MVPs that can be piloted within the markets and, if suitable, pushed to the scaling sub-team to fully productise. The focus for this sub-team is on speed and agility, with an aspiration to deliver a double-digit number of MVPs each year. The innovation sub-team is UK-based and will connect closely with the UK Technology & Intelligence (T&I) team, sharing a common operating framework and infrastructure in order to optimise efficiency.

Job Description

THE ROLE

The Data Engineer will directly report into the Global Head of Performics Labs, but will have a dotted line into the T&I engineering team, which will provide most day to day management functions. They will work in a small team to deliver MVPs based on the needs of markets, fed in by the global centres of excellence and channel leadership; the strategic priorities of Performics, fed in by the Performics product steering committee; and the latest developments in the martech landscape.

The Data Engineer will work within an operational framework aligned with the UK T&I team, providing infrastructure, ops processes, tools etc. as a foundation to increase efficiency. Within this framework, the Data Engineer will need to proactively drive MVP development, including ideation and technical development, sometimes working as part of a small team (potentially including other engineers, data scientists, UX support and/or ops support) and sometimes individually, based on the specific needs of the project. As such, this is a role for a proactive, energetic developer who wants to experiment, learn and keep moving; as comfortable self-directing on owned projects as taking direction on larger collaborations.

KEY RESPONSIBILITIES
• Analyse defined inputs and ideate technical solutions to address challenges / capitalise on opportunities
• Design or support solution architecture and implementation plans for MVPs
• Conduct feasibility research and build proof of concepts for MVPs
• Build or collaborate in building MVPs
• Collaborate with Head of Performics Labs, T&I Client Development team and Global Channel Leads to deploy MVPs onto pilot clients
• Collaborate with Labs scaling team to hand-off successful MVPs for scaling

Qualifications

Must Have skills
• Extensive experience using Python and SQL
• Good knowledge of cloud infrastructure (esp. Google Cloud Platform)
• Experience in application development
• Knowledge of ETL pipelines

Nice/Good to Have skills
• Experience with key marketing platform APIs (e.g. Google, Meta, Amazon APIs)
• Domain expertise in digital marketing
• Experience in front-end development (e.g. JavaScript, React)
• Good understanding of agile methodology

Additional Information

COMPANY VALUES

TRUST

Trust is the cornerstone upon which we build our relationships. We hold ourselves to the highest standards of how a partner should behave. We treat our people and our clients with respect, transparency and honesty

TALENT

This is first and foremost a people business. We are committed to ensuring Publicis Groupe is a destination for the best talent in our industry. We value people as individuals, growing ourselves as we grow our client’s business

TRANSFORMATION

True transformation comes when we stop managing change, and instead initiate change. We believe in our purpose to be the admired force for business transformation. We believe that focusing on performance and results has the power to transform client business",London,GB,2023-12-19 11:18:00,http://www.publicisgroupe.com,Advertising
58,FULLTIME,Data Engineer,https://onlydatajobs.com/job/281355/Data-Engineer-Greater-London-London,"Kraken is the technology tentacle of the Octopus Energy Group.

About Octopus

Octopus Energy is an energy technology business founded in 2015. Our aim is to drive society's transition to Net Zero by changing the way customers buy and use energy. To achieve this we:

Build the technology we need to efficiently provide customers with amazing experiences and support - we've been a Which recommended supplier 6 years in a row and maintain a Trustpilot score of 4.8 stars

- Challenge the tease and squeeze tactics of traditional energy pricing. We provide fair and transparent pricing that means all our customers get great value for the long term

- Bring renewable energy to our customers - all our products are 100% renewable and we're working to build new renewable generation right from the customer scale to the grid scale

- Reinvent energy products with smart, data driven tariffs that help to balance customer demand with renewable generation. Our Octopus Agile Tariff, Tesla Energy Plan, Octopus Go EV and Agile Outgoing Solar tariff are all industry firsts and enable our customers to be active players in a renewable energy system

Since 2015, we've grown to supply over 5.5 million customers in the UK. We've also spread our tentacles and are now in France, Italy, Spain, Germany, Japan, Australia, New Zealand & the U.S. Our in-house developed technology platform, Kraken, is licensed by retail giants including E.ON in the UK, Origin Energy in Australia and Toyko Gas in Japan.

About our Data Platform Team

At Octopus we've developed a data platform that provides data services to the business in the UK and our retail energy businesses around the world. The platform enables self-service of data analytics to hundreds of data hungry users as well as automation of all our data workflows from simple ETL jobs to ML training and prediction.

The data platform team works across the whole customer domain on anything from natural language understanding of our customer communications to processing billions of smart meter readings to build customised smart energy tariffs.

As the volume, scope and geographical range of our data services rapidly expand, we're looking for an experienced data engineer to join the team to help us build and maintain our platform, pipelines and data sources.

This is a fantastic opportunity to work on data problems that genuinely move us closer to Net Zero with a company that is passionate about building great technology to change the way customers use energy.

What you'll do...
• Build new data sources and data pipelines that deliver key data and insights to the business
• Work closely with the data science and analytics teams to maintain and develop our central data models in dbt
• Build and maintain testing and documentation frameworks for our data sources
• Work with the business to scope and deliver new data engineering projects and requirements
• Maintain and build on our existing data infrastructure and tools
• Support the internationalisation of our data infrastructure as we continue to grow globally

Our Data Platform Stack...
• Databricks our datalake approach
• Spark for data processing
• Python as our main programming language
• Kubernetes for data services and task orchestration
• dbt for data modelling
• Airflow purely for job scheduling and tracking
• Circle CI for continuous deployment
• Parquet and Delta file formats on S3 for data lake storage
• SparkSQL for analytics
• Streamlit for data applications

What you'll have...
• First and foremost, we want our data engineers to be great software engineers with a passion for writing high quality code
• It would be helpful to have experience/expertise in the following (in rough priority order):
Spark

SQL

Experience modelling data for analytics - ideally experience using dbt as a modelling tool

Experience in assuring data quality

Experience deploying data services in a cloud environment (ideally AWS)
• The projects will be varied and we're looking for someone who can work autonomously and proactively to scope problems and solve and deliver pragmatic solutions
>

Why else you'll love it here
• Wondering what the salary for this role is? Just ask us! On a call with one of our recruiters it's something we always cover as we genuinely want to match your experience with the correct salary. The reason why we don't advertise is because we honestly have a degree of flexibility and would never want salary to be a reason why someone doesn't apply to Octopus - what's more important to us is finding the right octofit!
• Octopus Energy is a unique culture. An organisation where people learn, decide, and build quicker. Where people work with autonomy, alongside a wide range of amazing co-owners, on projects that break new ground. We want your hard work to be rewarded with perks you actually care about! We won best company to work for in 2022, on Glassdoor we we're voted 50 best places to work in 2022 and our Group CEO, Greg has recorded a podcast about our culture and how we empower our people
• Visit our perks hub - Octopus Employee Benefits

We would prefer someone who can work in our London office but will consider remote candidates (warning: the bar is much higher). You do need to be able to work in the UK without a VISA though.

Above all, we're looking for someone who thrives on providing alternative opinions, challenging those around them and being challenged.

If this sounds like you then we'd love to hear from you.

Studies have shown that some groups of people, like women, are less likely to apply to a role unless they meet 100% of the job requirements. Whoever you are, if you like one of our jobs, we encourage you to apply as you might just be the candidate we hire. Across Octopus, we're looking for genuinely decent people who are honest and empathetic. Our people are our strongest asset and the unique skills and perspectives people bring to the team are the driving force of our success. As an equal opportunity employer, we do not discriminate on the basis of any protected attribute. Our commitment is to provide equal opportunities, an inclusive work environment, and fairness for everyone.",London,GB,2023-12-19 11:22:00,http://www.octopusenergy.com,Consulting
59,FULLTIME,Data Scientist/ Engineer,https://uk.linkedin.com/jobs/view/data-scientist-engineer-at-blckbx-3790001099,"BlckBx is the leading personal assistant platform for busy employees and working families.

We are looking for technology talent to help develop our first to market, AI and ML personal assistant platform.
• BlckBx Senior Full Stack Developer
• Working from home with office meetings when required
• Full time
• We are an equal opportunities employer and looking to build a diverse team of people with fantastic personalities who are looking for a rewarding role

ABOUT BLCKBX
• We are passionate about making the world of work a better place for families.
• Our services help increase productivity and retention for businesses whilst also lowering stress and saving precious time for employees

WHERE WE'RE AT
• You will want to be part of a new exciting business, roll up your sleeves and get into the action!
• The exciting bit is that this role could lead to bigger and better career opportunities and you'll put your name to a new technology platform that is market leading

THE ROLE

You will be responsible for designing, building, and maintaining scalable data pipelines and infrastructure in the Google Cloud Platform (GCP) environment. This role requires a strong understanding of data warehousing, data modelling, statistical analysis, machine learning algorithms and proficiency in using GCP services like BigQuery, Dataflow, and Cloud Storage.

Key Responsibilities:
• Design, build, and maintain scalable data pipelines and infrastructure using GCP services.
• Develop, test, and deploy data processing logic and data models in BigQuery.
• Analyse and interpret complex data sets to uncover patterns and insights that inform business decisions.
• Develop statistical models, machine learning algorithms, and predictive models using GCP services.
• Optimise the performance of data pipelines and SQL queries to ensure efficient processing and fast response times.
• Troubleshoot and debug issues as they arise and ensure data accuracy and completeness.
• Develop and maintain documentation of data pipelines, data models, and workflows.
• Stay up-to-date with emerging GCP technologies and trends.

Skills and Knowledge:
• Proficiency in Google Cloud Platform services such as BigQuery, Dataflow, Cloud Storage, and Cloud Composer.
• Strong SQL skills and experience with data warehousing concepts and data modelling.
• Experience with Python or Java programming languages and data processing frameworks like Apache Beam or Spark.
• Familiarity with version control systems such as Git.
• Strong problem-solving skills and attention to detail.
• Excellent communication skills and the ability to work collaboratively in a team environment.

Experience:
• Bachelor's degree in Computer Science, Information Systems, or a related field.
• Proven experience building and maintaining scalable data pipelines and infrastructure in the GCP environment.
• Experience with agile development methodologies.
• Knowledge of data privacy and security regulations and be able to work independently, as well as part of a team.

HOW TO APPLY

Please apply for the role by sending your CV to tom@blckbx.co.uk who is our head of technology and development with a covering letter email explaining why you are a good fit for the role. Please do not email Kath Clarke.

Successful candidates will be invited to a My Interview video to answer key questions and then from there an interview with Kath and Tom.",Reading,GB,2023-12-19 12:58:00,http://www.bdo.com,Consulting
60,FULLTIME,Data Analyst/Data Scientist – Hedge Fund – London,https://uk.linkedin.com/jobs/view/data-analyst-data-scientist-%E2%80%93-hedge-fund-%E2%80%93-london-at-jobs-via-efinancialcareers-3784447900,"My client is seeking a Data Analyst within their London based Data Science Team. Within this role, you will be responsible for developing statistical models and assist in the development and implementation of statistical models to support investment strategies.

Qualifications:
• Bachelor's or Master's degree in a quantitative field such as Statistics, Mathematics, or Economics.
• Proven experience as a Data Analyst in the finance industry, preferably within a hedge fund or asset management firm.
• Strong proficiency in data analysis tools such as Python, R, or SQL.
• Knowledge of statistical analysis and modelling techniques.

To apply please send your cv to quantresearch@octaviusfinance.com",London,GB,2023-12-19 21:06:00,https://www.efinancialcareers.co.uk,Consulting
61,FULLTIME,Data Engineer,https://gb.bebee.com/job/20231219-fc0e5d131917b7508524dce1139409ef,"Job Description Avensys is a reputed global IT professional services company headquartered in Singapore. Our service spectrum includes enterprise solution consulting, business intelligence, business process automation and managed services.

Given our decade of success, we have evolved to become one of the top trusted providers in Singapore and service a client base across banking and financial services, insurance, information technology, healthcare, retail and supply chain.

We are currently looking for Data Engineer who has proven track record in IT Industry. This is an exciting opportunity to expand your skill set, achieve job satisfaction and work-life balance. Data Engineer
Job Type: 3 months contract

5 + Years of experience in Database BI Lead Engineer Azure Data platform, Business Intelligence (BI), Data Warehouse (DWH), Data analytics and Data Modeling, Data Vault Modeling/Architecture.
~ maintain Enterprise Data Models for Enterprise Class Data Initiatives.
~ Experience in HealthCare (NHS Acute Data Services & US Healthcare system), Finance, Audit, Retails domain verticals.
~ Data Warehouse (Ralph Kimball & Bill Inmon), Relational (SQL Server 2008R2 and Later Versions, PostgreSQL, Oracle, MySQL, and MS-Access) and Multi-Dimensional database, Data Migration, System & Data Integration, Reporting, Analysis and Data Management.
~ Strong Experience in implementing Data warehouse solutions in Confidential Redshift, Snowflake Multi-cluster Data platform worked on various projects to migrate data from on premise databases to Confidential Redshift, Azure Datawarehouse and Snowflake
~ Expertise in writing Packages, Stored Procedures, Functions, Views, and Database Triggers etc. Using SQL, PL/SQL, T-SQL, PL/pgSQL
~ Strong experience across entire Microsoft BI suite of products including SQL Server, SSIS, SSAS, SSRS and Power BI SDLC from prototyping to deployment.
~ Experience in Data Modeling, System/Data Analysis, Design and Development for both OLTP and Data warehousing environments.

To submit your application, please apply online or email your UPDATED CV in Microsoft Word format to seema@aven-sys.
We take your personal data protection seriously and adhere to both EU and local data protction regulations.

Upon submission of your CV, you grant Avensys Consulting permission to retain your personal information in our electronic database, unless you specify otherwise.
This data will be used to evaluate your suitability for current and potential job openings within our organization. Should you wish to have your personal data removed at any point, a simple notification to us will suffice.",London,GB,2023-12-19 16:10:00,http://www.bdo.com,Consulting
62,FULLTIME,Microsoft Data Engineer and Application Support,https://onlydatajobs.com/job/273667/Microsoft-Data-Engineer-Application-Support-Greater-Manchester-Manchester,"The BES Group are the leading end to end solution provider in the Testing, Inspection, Certification and Compliance sector. Our team of experts (hand-picked by our Careers Team) cover an extensive range of engineering services.

We've gone from strength to strength over recent years, welcoming the very best risk management businesses to our Group. As a result, we've grown both our team of experts and our suite of solutions in line with our customer's needs. We're private equity backed, which means we have the flexibility and support to move quickly and grow faster than any other company in our industry. We're innovative and forward thinking and have the awards to prove it, but most of all we're focused on helping make sure our customers leave nothing to chance.

Our head office is based in central Manchester and is the home to many of our central functions. To support our continued ambitious growth plans, we are delighted to be recruiting for a Microsoft Data Engineer and Application Support to join our fantastic IS team.

What are we looking for?

This is a fantastic opportunity to join our growing Data Engineering and BI team, in a role that will allow you to both apply and grow your skills through the delivery of data and insights to help drive change in all areas of our business. You will form a key part of the team to continually improve our Microsoft Azure based strategic data platform, from managing our integrations and wrangling data from Dynamics 365 to producing dashboards for key business decisions and supporting predictive analysis projects.

We are looking for a candidate with perhaps some commercial experience in a BI or Data Engineering with Database Administration experience supporting multiple applications / end points, who are vested in Microsoft technology, with proactive improvement and customer orientated mindset looking to grow their business and technical experience.

What will I be doing?

You will own the development and implementation of data and reporting solutions, integrations between applications and provide database administration working closely with our IT DevOps Team. You will do this using the latest Microsoft technologies: SQL Server Integration Services Azure Synapse Analytics, Azure Analysis Services, Azure Data Lake, Azure SQL Database, Azure Data Factory and Power BI (both dashboards and paginated reports)

Taking responsibility for the successful completion of our daily data processing routines and schedules and working with the wider development team to ensure that performance is maximised and sustained while providing high availability, scalability, and optimum performance for database servers through the setup, upgrade, migration, and installation of appropriate hardware.

You will lead with other key stakeholders the development of a fit for purpose architecture to deliver high availability, scalability, and optimal environments for performant data processing which supplies our reporting and applications to required quality and SLA's. You will undertake root cause analysis, advising remediation options and if required delivering a solution including delivering any early lifecycle support as needed.

You will work with other members of the team or directly with our business users to understand and document business requirements, evaluate options, research and propose suitable solutions. Using your stakeholder management skills to translate business requirements into design specifications.

What makes BES Group a great place to work?

We genuinely care. It's basic, human instinct that runs through every person that works at BES Group. Knowing we always do the best job we can with absolutely no compromise means everything.

If you work for us, you will get the below and, so much more:
• A competitive salary from £50,000 (negotiable, depending on experience)
• A flexible working approach, the role will be in our Manchester office with home based working available (you must have suitable Wi-Fi, and provide your own office set up).
• Amazing head offices in the heart of Manchester city centre
• Development opportunities across the business
• Discretionary annual company bonus and yearly salary review
• 25 days leave per year plus bank holidays (and an extra day off on your birthday to celebrate you!)
• Shiny new Surface Pro
• Access to lots of discounts and benefits via our company benefits portal including; retail, fitness, holiday and cinema discounts
• The support of a superb employee assistance programme
• Electric vehicle salary sacrifice scheme
• Opportunities to attend volunteer days
• Company contribution to charity fundraising you participate in; we want to support charities you are passionate about!
• Employee Suggestion programme, because we value input from everyone in the BES Group
• Up to 10% pension

What experience do I need?

To work for us you must have the right attitude, aptitude and appetite for what we do. As a minimum, you will have:
• Delivery of a modern data platform using relevant technologies and services in Microsoft Azure.
• Proven experience as a Microsoft SQL Server Database Administrator; with a good understanding of database standards, end user application integrations, security protocols, development standards and support for deployments of code.
• Strong architectural understanding of standard Microsoft Stack including SQL Server Database Engine and of Microsoft Azure Database components such as Azure SQL Database, Azure SQL Managed Instances, and Azure Data Factory
• Expert in T-SQL including stored procedures, temp tables & CTE's with performance tuning.
• Proficient in the development of SQL Server Integration Services (SSIS) solutions and Azure Data Factory
• Demonstrable experience in the use of GIT for CI/CD source control in azure across key areas of the stack
• Proficient in developing cascading, parameterized reports using SQL Server Reporting Service and report development of datasets and reporting in Microsoft Power BI
• Strong understanding of data modelling concepts
• Strong Customer focus, both internal and external with proven experience in gathering low level requirements
• Experience of interpreting and analysing complex data
• Knowledge and a proven track record in data / data quality management
• Code management & deployment tools
• Proficient in debugging, monitoring, tuning and troubleshooting BI solutions.
• Degree (or equivalent Level 6 qualification) in Computer Science, Maths, Physics or other technical subject (desirable but not essential)

To apply for this role, simply click ""Apply"". We ask for some basic contact information and a CV or your LinkedIn profile, it's that easy! Please keep in mind, successful candidates will be required to complete the relevant background checks as part of the recruitment process.

We want to inspire everyone to see how important safety is and we expect the same from our people. And if you're on the same page as us about that and you've got the right skills, experience and attitude, you'll fit right in. Simple. We're all about diversity and inclusion and that means we want our people to be themselves. We're delighted to be an equal opportunities employer and that will never change!

BES Group, Your Safety, Our Focus",Manchester,GB,2023-12-19 12:41:00,http://www.britishengineeringservices.co.uk,Consulting
63,FULLTIME,Data Engineer,https://uk.linkedin.com/jobs/view/data-engineer-at-tillo-3784466004,"Department: Tech

Employment Type: Full Time

Location: Brighton

Reporting To: Platform Manager

Compensation: £45,000 / year

Description

As a Data Engineer at Tillo you will look after the design and implementation of database clusters, tables, schemas, indexes, and ETL pipelines - this also includes database and query performance tuning.

Join a world-class team in the business of making people smile. Our Platform connects our customers to rewards and incentives from 2000+ brands that people love, all via our seamless, easy-to-use API. We're the market leader in the UK and are active in a number of other markets including Europe, Australia and India. This year we will continue to expand our presence in the US as well as setting up operations in new countries     

You will have the opportunity to work closely with (and learn from!) our Senior Data Scientist, Platform Manager and DevOps team.

If successful, you will
• Design database schemas and tables
• Build and maintain ETL pipelines
• Look after query and index performance tuning
• Manage database backup/recovery, monitoring and alerting
• Work in an agile way following DevOps principles
• Help developers with database related queries
• Mentor the wider team on best practices

About You

You'll be ideal for this role if you have a demonstrable passion for automation and collaboration. We are looking for experience with:
• Relational databases (MySQL, PostgreSQL, Oracle, or similar)
• No-SQL data stores (ElasticsSearch, Redis, DynamoDB, Cassandra, Presto, MongoDb, or similar.)
• ETL tools (preferably dbt)
• Git (or another source version control system)
• Python and development best practices
• Cloud Providers such as AWS, GCP, or Azure
• Linux and Bash

Although not essential, we'd love to hear if you have experience with:
• Building and deploying containers in Docker
• Deploying and operating applications on Kubernetes
• Python based data science tools (Pandas, NumPy, Matplotlib)
• MPP and columnar relational databases (Redshift, Snowflake, BigQuery, Vertica, Grenplum, or similar)
• Business intelligence and analytics tools such as Tableau, Power BI, Looker, or QuickSight
• CI/CD processes

Benefits

We offer all our employees trust and empower our team to work with flexibility and autonomy. We're a close-knit team and love working collaboratively, with our hybrid model, our team can come together at our fantastic office in Hove, but also focus in their own space. The Tillo team are a motivated bunch and we all work hard to push Tillo forwards, always innovating. We completely understand the importance of work/life balance and offer a supportive and collaborative working environment with the following benefits:
• 26 days annual leave plus Bank Holidays
• Annual Bonus Scheme
• Designated Shares Options for all employees
• Private healthcare
• Enhanced Family Leave Policy
• Quarterly staff engagement surveys - to listen and act on the employee voice.
• Regular employee wellbeing activities, including company lunches and away days where we do everything from helping local charities to traditional team building activities
• Retail discounts
• Raising money for a charity outside of work? We'll match your donation with our charitable matching contribution
• Well stocked drinks fridge and snack cupboards
• Cycle to work scheme",London,GB,2023-12-19 22:01:00,http://tillo.io,Consulting
